date,code,open,high,low,close,preclose,volume,amount,turn,pctChg,tradestatus,isST
2018-08-16,sz.300750,68.0000,69.8800,66.2100,68.9900,69.1100,10715293,733358634.7300,4.932383,-0.173640,1,0
2018-08-17,sz.300750,69.9000,70.5100,68.1000,68.1600,68.9900,8224837,570722229.1500,3.785995,-1.203065,1,0
2018-08-20,sz.300750,67.8800,69.1100,66.0000,68.9500,68.1600,10922929,739769193.6000,5.027960,1.159028,1,0
2018-08-21,sz.300750,68.9700,70.7800,68.0200,69.5700,68.9500,10208839,709924230.9300,4.699256,0.899206,1,0
2018-08-22,sz.300750,69.0600,70.2500,67.2100,67.4700,69.5700,8999917,617772713.8300,4.142774,-3.018540,1,0
2018-08-23,sz.300750,67.6500,69.6500,67.0800,69.1000,67.4700,12193136,835080332.4100,5.612653,2.415884,1,0
2018-08-24,sz.300750,67.8100,71.2000,67.7000,68.8000,69.1000,13360932,931622755.9000,6.150204,-0.434147,1,0
2018-08-27,sz.300750,68.5800,70.9800,67.8900,70.4600,68.8000,12915092,900979594.9700,5.944978,2.412785,1,0
2018-08-28,sz.300750,70.6100,74.3200,70.4000,73.0100,70.4600,18813962,1362031257.3400,8.660301,3.619079,1,0
2018-08-29,sz.300750,72.6000,73.5000,71.8100,73.0200,73.0100,10333837,749871852.1700,4.756794,0.013689,1,0
2018-08-30,sz.300750,73.1900,74.0000,69.6300,69.9900,73.0200,13681809,979226463.1000,6.297907,-4.149547,1,0
2018-08-31,sz.300750,68.4900,69.2000,65.0100,65.5000,69.9900,15901213,1072916773.7900,7.319527,-6.415199,1,0
2018-09-03,sz.300750,64.8000,64.8000,61.0000,63.2600,65.5000,15910805,998632539.9300,7.323942,-3.419850,1,0
2018-09-04,sz.300750,63.2000,64.2500,62.7600,63.8500,63.2600,8067558,512634921.2000,3.713598,0.932659,1,0
2018-09-05,sz.300750,63.6000,63.9800,61.3900,61.3900,63.8500,9689281,604400369.0500,4.460097,-3.852779,1,0
2018-09-06,sz.300750,60.6000,62.6500,60.3200,61.8400,61.3900,8854073,547542957.3700,4.075640,0.733020,1,0
2018-09-07,sz.300750,62.4900,64.8800,62.2100,63.3200,61.8400,12748586,813256860.6500,5.868333,2.393272,1,0
2018-09-10,sz.300750,63.5600,63.7900,61.0000,61.3500,63.3200,6545100,404054151.5300,3.012791,-3.111183,1,0
2018-09-11,sz.300750,61.4000,63.1600,61.4000,62.5700,61.3500,6629327,413926189.5400,3.051562,1.988592,1,0
2018-09-12,sz.300750,62.8000,65.2500,62.6100,64.5000,62.5700,12115986,779904478.8800,5.577139,3.084546,1,0
2018-09-13,sz.300750,65.6400,66.1000,63.3900,64.8000,64.5000,9852036,637747213.6600,4.535015,0.465121,1,0
2018-09-14,sz.300750,66.3000,69.0000,65.8600,65.9000,64.8000,15831828,1068356171.1700,7.287588,1.697528,1,0
2018-09-17,sz.300750,64.5700,65.4800,63.5900,63.7100,65.9000,7131416,460645757.5500,3.282680,-3.323220,1,0
2018-09-18,sz.300750,63.0000,66.4100,62.9900,66.3600,63.7100,7789233,505525626.4400,3.585481,4.159475,1,0
2018-09-19,sz.300750,65.9900,68.5600,65.4500,67.3300,66.3600,9502594,637368899.6500,4.374163,1.461726,1,0
2018-09-20,sz.300750,67.0100,69.9000,67.0100,67.9900,67.3300,10200717,703066410.1400,4.695517,0.980241,1,0
2018-09-21,sz.300750,68.6300,69.9000,67.8600,69.1900,67.9900,7748207,535412407.3200,3.566596,1.764972,1,0
2018-09-25,sz.300750,68.4000,69.3000,67.7100,68.3300,69.1900,4204191,287948499.4400,1.935242,-1.242955,1,0
2018-09-26,sz.300750,68.6600,73.5000,68.6600,72.8900,68.3300,16061574,1149820351.0900,7.393343,6.673492,1,0
2018-09-27,sz.300750,72.2500,74.9500,71.7000,72.5500,72.8900,13694667,1005558177.3400,6.303826,-0.466451,1,0
2018-09-28,sz.300750,72.1100,75.0900,72.1100,73.0000,72.5500,11921098,880458280.3500,5.487430,0.620258,1,0
2018-10-08,sz.300750,71.8800,71.8800,67.8000,68.4500,73.0000,13116724,915229219.8600,6.037792,-6.232881,1,0
2018-10-09,sz.300750,68.9100,69.1600,64.1000,64.9000,68.4500,13389377,888448838.1400,6.163297,-5.186261,1,0
2018-10-10,sz.300750,65.6100,65.8000,63.6000,64.9000,64.9000,7163213,464126636.7600,3.297316,0.000000,1,0
2018-10-11,sz.300750,61.8800,63.4700,59.5100,60.4500,64.9000,12809465,785418488.8100,5.896357,-6.856704,1,0
2018-10-12,sz.300750,60.4500,63.1600,60.3800,62.8600,60.4500,8600315,531900783.1400,3.958832,3.986765,1,0
2018-10-15,sz.300750,68.8000,69.1500,67.8800,69.1500,62.8600,19801487,1362852724.0700,9.114871,10.006360,1,0
2018-10-16,sz.300750,70.0000,70.3600,67.9400,68.8500,69.1500,10452197,723312823.3800,4.811277,-0.433844,1,0
2018-10-17,sz.300750,69.7700,71.7800,69.2100,70.0000,68.8500,14232165,1000278466.8900,6.551243,1.670300,1,0
2018-10-18,sz.300750,68.7000,71.4000,65.5200,68.0300,70.0000,10810902,741423984.5000,4.976393,-2.814287,1,0
2018-10-19,sz.300750,67.0100,74.2600,67.0100,73.7700,68.0300,14125112,1008056887.0100,6.501965,8.437451,1,0
2018-10-22,sz.300750,74.0900,81.1000,74.0900,79.1000,73.7700,18106362,1408026234.5100,8.334584,7.225162,1,0
2018-10-23,sz.300750,78.1000,79.9600,76.1000,78.0000,79.1000,12736627,987704573.6300,5.862828,-1.390643,1,0
2018-10-24,sz.300750,77.8400,79.4700,76.1200,77.0000,78.0000,10042803,782578265.4500,4.622827,-1.282051,1,0
2018-10-25,sz.300750,75.0000,81.5800,74.5100,80.9100,77.0000,13372207,1042168318.1200,6.155394,5.077927,1,0
2018-10-26,sz.300750,80.6900,80.6900,73.0100,74.6000,80.9100,17691702,1361043435.2600,8.143711,-7.798795,1,0
2018-10-29,sz.300750,74.9400,75.4000,70.6000,70.7600,74.6000,12719771,923032362.8500,5.855069,-5.147448,1,0
2018-10-30,sz.300750,70.6500,75.3500,69.8800,75.0000,70.7600,12887554,939263219.4300,5.932302,5.992083,1,0
2018-10-31,sz.300750,75.2900,77.4300,74.2000,74.5000,75.0000,9794351,743436076.3600,4.508462,-0.666667,1,0
2018-11-01,sz.300750,75.2000,76.8200,73.2100,73.6100,74.5000,9723959,733949879.5100,4.476060,-1.194630,1,0
2018-11-02,sz.300750,76.1400,78.6300,76.0500,78.4800,73.6100,13705894,1059238488.7500,6.308994,6.615952,1,0
2018-11-05,sz.300750,78.4800,82.4800,77.8000,79.3900,78.4800,13063517,1045459980.2200,6.013300,1.159526,1,0
2018-11-06,sz.300750,79.0300,82.4000,76.0000,81.5700,79.3900,12165834,954114789.6200,5.600085,2.745938,1,0
2018-11-07,sz.300750,80.2000,82.3800,78.2100,79.0400,81.5700,12658732,1013339456.9200,5.826972,-3.101629,1,0
2018-11-08,sz.300750,79.8400,80.3800,76.8900,77.3100,79.0400,8044866,630122240.7200,3.703152,-2.188769,1,0
2018-11-09,sz.300750,77.0000,79.0500,76.6600,77.7500,77.3100,6063937,473740955.3600,2.791306,0.569140,1,0
2018-11-12,sz.300750,77.0000,83.8000,76.7000,83.2500,77.7500,14889918,1205794048.3800,6.854015,7.073955,1,0
2018-11-13,sz.300750,82.0000,82.5100,79.8000,81.6300,83.2500,14287007,1158416128.0300,6.576488,-1.945949,1,0
2018-11-14,sz.300750,80.4100,83.0000,79.7500,81.0000,81.6300,10790715,873812068.7400,4.967101,-0.771772,1,0
2018-11-15,sz.300750,80.4100,82.2000,79.9000,81.3500,81.0000,7576857,614559636.6400,3.487722,0.432097,1,0
2018-11-16,sz.300750,81.6800,81.7600,78.6200,80.1100,81.3500,9809408,785031529.9100,4.515393,-1.524275,1,0
2018-11-19,sz.300750,79.5900,81.4800,79.0000,79.3500,80.1100,7259001,579343248.6000,3.341409,-0.948698,1,0
2018-11-20,sz.300750,78.7100,79.2000,77.5600,77.7700,79.3500,7722096,603966808.8700,3.554577,-1.991181,1,0
2018-11-21,sz.300750,77.5000,79.7500,76.5000,78.6500,77.7700,7314829,573993355.1000,3.367107,1.131548,1,0
2018-11-22,sz.300750,78.2000,79.4400,77.6000,77.9100,78.6500,4071768,318546094.1100,1.874286,-0.940875,1,0
2018-11-23,sz.300750,77.9100,77.9500,73.9000,73.9800,77.9100,10403744,782322413.3000,4.788973,-5.044282,1,0
2018-11-26,sz.300750,73.8000,74.8800,72.8000,74.6200,73.9800,7610013,561073991.2100,3.502984,0.865098,1,0
2018-11-27,sz.300750,74.6800,76.8500,73.7600,75.6000,74.6200,7953332,599419287.5000,3.661018,1.313315,1,0
2018-11-28,sz.300750,75.7500,79.4800,75.2500,78.6800,75.6000,9918840,772880029.9900,4.565766,4.074077,1,0
2018-11-29,sz.300750,79.5000,81.5000,78.0300,78.0300,78.6800,9736251,778202196.4500,4.481718,-0.826133,1,0
2018-11-30,sz.300750,78.0100,80.9900,78.0100,80.0300,78.0300,9067577,724258624.0900,4.173919,2.563117,1,0
2018-12-03,sz.300750,82.5200,83.4900,80.5600,80.8500,80.0300,12645226,1034073820.4200,5.820755,1.024615,1,0
2018-12-04,sz.300750,80.2000,83.0800,80.0400,82.3000,80.8500,9579665,785692897.3800,4.409639,1.793450,1,0
2018-12-05,sz.300750,81.0000,82.6000,80.6000,81.3700,82.3000,7391554,602269929.5000,3.402425,-1.130013,1,0
2018-12-06,sz.300750,80.8000,82.2800,79.0000,79.0100,81.3700,11385399,917634576.8800,5.240841,-2.900332,1,0
2018-12-07,sz.300750,79.1800,80.4600,79.1800,79.7000,79.0100,5642133,450938752.2100,2.597144,0.873301,1,0
2018-12-10,sz.300750,79.4500,80.3700,76.8000,78.2900,79.7000,7606831,593846045.7700,3.501519,-1.769129,1,0
2018-12-11,sz.300750,78.5000,79.1800,77.8200,78.5600,78.2900,3450062,270881623.5000,1.588107,0.344867,1,0
2018-12-12,sz.300750,79.3400,81.9800,79.0000,81.5000,78.5600,9472483,767328382.4100,4.360302,3.742366,1,0
2018-12-13,sz.300750,81.9200,82.2700,80.5800,82.1100,81.5000,7244428,591252237.2800,3.334701,0.748467,1,0
2018-12-14,sz.300750,81.9300,82.4800,79.3100,79.3400,82.1100,7090513,573225336.2600,3.263852,-3.373529,1,0
2018-12-17,sz.300750,78.8000,80.4900,77.0000,80.1600,79.3400,6864481,540779216.2800,3.159806,1.033536,1,0
2018-12-18,sz.300750,79.0000,80.5900,78.6800,79.5500,80.1600,4885589,388830542.6300,2.248898,-0.760979,1,0
2018-12-19,sz.300750,79.1600,81.7000,78.3400,79.5000,79.5500,7092653,567762540.4700,3.264837,-0.062857,1,0
2018-12-20,sz.300750,79.3800,79.3900,76.2300,77.3400,79.5000,9773738,757316340.9300,4.498974,-2.716986,1,0
2018-12-21,sz.300750,77.5400,78.5000,75.6000,78.5000,77.3400,8873743,681882662.4900,4.084695,1.499876,1,0
2018-12-24,sz.300750,77.6800,79.2400,77.0100,78.0300,78.5000,5938803,463915421.2400,2.733705,-0.598728,1,0
2018-12-25,sz.300750,77.0400,77.7400,75.6500,77.2000,78.0300,6588306,504970961.6500,3.032679,-1.063696,1,0
2018-12-26,sz.300750,77.2000,77.9000,75.5300,75.9000,77.2000,4925282,376715930.8500,2.267169,-1.683932,1,0
2018-12-27,sz.300750,77.2000,77.4800,75.7800,75.7800,75.9000,4881471,373262649.2600,2.247002,-0.158106,1,0
2018-12-28,sz.300750,75.6900,76.6200,73.8000,73.8000,75.7800,5629239,424092160.7600,2.591209,-2.612821,1,0
2019-01-02,sz.300750,74.2500,74.9700,73.5300,73.6600,73.8000,4394096,326259378.5600,2.022657,-0.189701,1,0
2019-01-03,sz.300750,72.5100,74.5400,72.5100,73.8300,73.6600,4494903,332238737.6300,2.069060,0.230788,1,0
2019-01-04,sz.300750,73.3300,77.2400,73.2300,76.9600,73.8300,7905331,602100011.4800,3.638922,4.239465,1,0
2019-01-07,sz.300750,76.9400,77.6500,76.3000,77.4200,76.9600,5969559,460577318.2200,2.747862,0.597712,1,0
2019-01-08,sz.300750,77.2200,79.4500,77.2000,79.3300,77.4200,8574990,674107579.2200,3.947175,2.467067,1,0
2019-01-09,sz.300750,77.0000,78.2100,75.1800,77.9800,79.3300,12379879,952624089.7400,5.698613,-1.701750,1,0
2019-01-10,sz.300750,77.6400,77.8500,76.0200,76.2800,77.9800,8394273,644858368.7300,3.863989,-2.180052,1,0
2019-01-11,sz.300750,76.6000,76.7500,74.8000,75.2900,76.2800,6136703,463701250.7300,2.824801,-1.297847,1,0
2019-01-14,sz.300750,75.3000,76.3300,74.3000,76.0800,75.2900,4848795,366505969.9100,2.231961,1.049277,1,0
2019-01-15,sz.300750,76.0000,77.4800,74.8500,77.3700,76.0800,5873635,448317233.9200,2.703707,1.695585,1,0
2019-01-16,sz.300750,76.9000,77.2000,76.4100,76.6700,77.3700,2573862,197749843.2600,1.184781,-0.904749,1,0
2019-01-17,sz.300750,76.9500,77.6900,76.4100,76.6600,76.6700,3718809,286721586.8800,1.711814,-0.013036,1,0
2019-01-18,sz.300750,77.1600,77.1600,74.0000,75.4000,76.6600,6503927,488797282.6300,2.993839,-1.643624,1,0
2019-01-21,sz.300750,75.0300,75.6300,74.2600,75.2400,75.4000,5241159,392168954.0300,2.412571,-0.212206,1,0
2019-01-22,sz.300750,75.0000,75.6700,74.0300,74.2700,75.2400,4258858,318440028.1200,1.960405,-1.289209,1,0
2019-01-23,sz.300750,74.2600,75.6600,74.0100,75.4400,74.2700,4884798,367089066.6200,2.248533,1.575341,1,0
2019-01-24,sz.300750,75.0000,75.8600,74.7000,75.1700,75.4400,3798418,286305027.7000,1.748459,-0.357906,1,0
2019-01-25,sz.300750,75.6400,78.7900,75.1700,77.4400,75.1700,9118956,707431983.5200,4.197569,3.019827,1,0
2019-01-28,sz.300750,78.1000,78.2600,76.0200,76.0700,77.4400,4628893,355879562.1500,2.130737,-1.769115,1,0
2019-01-29,sz.300750,76.2600,77.3900,74.1000,76.6800,76.0700,5236313,395374218.9500,2.410340,0.801894,1,0
2019-01-30,sz.300750,74.3300,77.3600,73.6100,76.2000,76.6800,7707782,583430175.0400,3.547988,-0.625982,1,0
2019-01-31,sz.300750,76.2700,77.7700,76.0500,76.1200,76.2000,4412755,339614007.9600,2.031246,-0.104979,1,0
2019-02-01,sz.300750,76.6700,79.1700,76.2000,78.4000,76.1200,6214411,483480057.2700,2.860571,2.995269,1,0
2019-02-11,sz.300750,78.9900,81.3800,78.9800,81.0000,78.4000,8343327,670709803.9800,3.840537,3.316324,1,0
2019-02-12,sz.300750,80.5000,81.6000,80.0300,81.0000,81.0000,4989121,402647822.9000,2.296555,0.000000,1,0
2019-02-13,sz.300750,80.8000,83.5700,80.3700,81.7000,81.0000,7877177,647619276.4800,3.625963,0.864194,1,0
2019-02-14,sz.300750,81.5000,88.8800,81.3500,84.7200,81.7000,12723314,1084873164.6900,5.856700,3.696456,1,0
2019-02-15,sz.300750,84.4000,86.0000,82.4000,82.4200,84.7200,10515313,880799439.6700,4.840330,-2.714829,1,0
2019-02-18,sz.300750,83.1500,84.8800,82.5600,84.4600,82.4200,8778720,735318290.1600,4.040954,2.475128,1,0
2019-02-19,sz.300750,84.6600,84.7800,81.8000,82.2900,84.4600,9425786,782086064.5200,4.338807,-2.569261,1,0
2019-02-20,sz.300750,82.8000,84.5000,82.1000,83.1700,82.2900,6067442,506750853.8000,2.792919,1.069385,1,0
2019-02-21,sz.300750,82.7000,84.8700,82.3000,83.3300,83.1700,8228772,690870555.8200,3.787806,0.192382,1,0
2019-02-22,sz.300750,83.0000,85.3000,82.1100,84.3700,83.3300,8960036,752183500.5400,4.124416,1.248051,1,0
2019-02-25,sz.300750,85.7700,91.6600,85.7700,91.3200,84.3700,15411302,1380347010.0600,7.094015,8.237521,1,0
2019-02-26,sz.300750,90.0000,90.8000,87.6800,88.5000,91.3200,11324211,1009210794.5800,5.212676,-3.088042,1,0
2019-02-27,sz.300750,87.7000,89.3900,85.3000,86.0500,88.5000,9103790,795251089.9900,4.190588,-2.768358,1,0
2019-02-28,sz.300750,86.0100,89.1800,86.0100,87.7000,86.0500,7239918,637896402.7900,3.332625,1.917483,1,0
2019-03-01,sz.300750,91.1000,92.8800,89.4000,90.0300,87.7000,9619284,873963510.0400,4.427876,2.656787,1,0
2019-03-04,sz.300750,91.5000,95.1600,90.7300,92.3900,90.0300,14036947,1306102150.1000,6.461382,2.621349,1,0
2019-03-05,sz.300750,92.3800,92.9800,91.2000,92.6000,92.3900,8615692,793012158.9900,3.965910,0.227296,1,0
2019-03-06,sz.300750,93.1200,93.8000,89.3800,91.2000,92.6000,10432922,949501268.6500,4.802404,-1.511881,1,0
2019-03-07,sz.300750,90.8500,90.8500,86.6800,87.8900,91.2000,13707148,1210805141.4700,6.309571,-3.629384,1,0
2019-03-08,sz.300750,86.0000,88.3000,84.7200,84.9700,87.8900,11069663,951944818.3100,5.095504,-3.322333,1,0
2019-03-11,sz.300750,84.7300,88.1800,84.5500,87.9200,84.9700,9354658,813096537.5000,4.306066,3.471810,1,0
2019-03-12,sz.300750,91.6000,93.8500,89.2100,91.0700,87.9200,14763435,1352038771.4800,6.795793,3.582804,1,0
2019-03-13,sz.300750,90.9900,90.9900,87.7100,88.0800,91.0700,7577721,674377765.3000,3.488119,-3.283186,1,0
2019-03-14,sz.300750,87.9800,90.4800,87.3200,88.9500,88.0800,7982575,710913722.9900,3.674479,0.987733,1,0
2019-03-15,sz.300750,90.0100,91.4000,88.9700,89.8300,88.9500,7821543,707054564.9000,3.600354,0.989325,1,0
2019-03-18,sz.300750,89.8900,90.0000,87.9000,89.2800,89.8300,7275762,646068126.8700,3.349124,-0.612271,1,0
2019-03-19,sz.300750,89.1500,91.8800,88.0000,88.6000,89.2800,6817028,611077097.9700,3.137963,-0.761649,1,0
2019-03-20,sz.300750,88.5000,88.5000,85.8200,87.1700,88.6000,8814118,764749351.6300,4.057248,-1.613996,1,0
2019-03-21,sz.300750,87.0000,88.4000,85.9500,87.1200,87.1700,8135960,707343505.6500,3.745084,-0.057354,1,0
2019-03-22,sz.300750,87.1200,87.1200,85.2100,86.5800,87.1200,6018992,518360062.8800,2.770617,-0.619836,1,0
2019-03-25,sz.300750,87.9700,90.5800,87.0200,89.0000,86.5800,12990646,1158349085.3700,5.979756,2.795101,1,0
2019-03-26,sz.300750,88.0200,88.4900,84.9000,85.3000,89.0000,9719783,836361947.6900,4.474137,-4.157300,1,0
2019-03-27,sz.300750,85.5000,86.5400,82.3000,83.4100,85.3000,9492122,795590922.7700,4.369342,-2.215708,1,0
2019-03-28,sz.300750,83.3400,84.3600,82.1000,83.2000,83.4100,5857193,487897668.4500,2.696139,-0.251776,1,0
2019-03-29,sz.300750,83.4200,85.0000,82.6500,85.0000,83.2000,7124126,598855278.8200,3.279324,2.163465,1,0
2019-04-01,sz.300750,85.1600,86.9600,85.0000,86.3500,85.0000,9239090,794157526.9500,4.252868,1.588234,1,0
2019-04-02,sz.300750,86.3500,86.4300,84.3300,84.9800,86.3500,10241327,869961308.9300,4.714211,-1.586561,1,0
2019-04-03,sz.300750,84.8000,85.2000,83.8800,84.4800,84.9800,7184038,605819178.3500,3.306902,-0.588374,1,0
2019-04-04,sz.300750,84.6300,85.1600,84.0000,84.1700,84.4800,6679609,564517873.7800,3.074707,-0.366957,1,0
2019-04-08,sz.300750,84.7100,84.9000,81.1000,82.2900,84.1700,11376979,941060713.6200,5.236965,-2.233572,1,0
2019-04-09,sz.300750,84.7600,85.2500,82.9000,83.9100,82.2900,11942266,1003599920.6700,5.497174,1.968651,1,0
2019-04-10,sz.300750,83.8100,83.8100,81.7000,82.2400,83.9100,10840837,890277783.1100,4.990172,-1.990234,1,0
2019-04-11,sz.300750,82.2500,82.6000,80.5800,80.7200,82.2400,8953765,728469344.8700,4.121530,-1.848245,1,0
2019-04-12,sz.300750,80.9200,82.6100,80.9100,81.9800,80.7200,5935673,486028531.1200,2.732264,1.560954,1,0
2019-04-15,sz.300750,82.8000,83.0100,80.9500,80.9700,81.9800,5995060,491053132.1700,2.759601,-1.232010,1,0
2019-04-16,sz.300750,80.5000,82.2700,80.3700,82.2700,80.9700,5718722,464852034.2100,2.632399,1.605527,1,0
2019-04-17,sz.300750,83.5000,86.2800,83.5000,86.1100,82.2700,20500478,1752514963.7200,9.436626,4.667563,1,0
2019-04-18,sz.300750,86.1200,86.3000,84.4200,84.6500,86.1100,7061781,601487607.4900,3.250626,-1.695505,1,0
2019-04-19,sz.300750,84.5200,84.9900,82.9000,83.2000,84.6500,6296775,524874428.7500,2.898484,-1.712941,1,0
2019-04-22,sz.300750,83.2100,83.6000,81.0300,81.2300,83.2000,6649229,543402295.0300,3.060723,-2.367781,1,0
2019-04-23,sz.300750,80.5000,80.6500,75.0100,78.1700,81.2300,11525936,898901903.2100,5.305532,-3.767087,1,0
2019-04-24,sz.300750,78.1800,79.8600,77.4000,79.7800,78.1700,5134374,404380493.9100,2.363416,2.059614,1,0
2019-04-25,sz.300750,78.5900,80.8600,78.1000,79.1000,79.7800,5297314,422497288.3900,2.438420,-0.852344,1,0
2019-04-26,sz.300750,79.0000,80.3500,78.9800,79.3500,79.1000,3491801,278261724.6900,1.607320,0.316056,1,0
2019-04-29,sz.300750,80.9900,81.3700,79.1500,79.7800,79.3500,4788277,383749258.0500,2.204104,0.541903,1,0
2019-04-30,sz.300750,79.8000,80.5800,79.1500,79.7600,79.7800,3109077,248280438.3800,1.431147,-0.025065,1,0
2019-05-06,sz.300750,76.8700,77.6600,75.0600,75.7000,79.7600,6543106,499354099.4400,3.011873,-5.090277,1,0
